"Gene","Length","RPF","mRNA","uATG","Chromosome","Size"
"YLR042C",161,37.02,19.26,FALSE,"Chr-4",0.65
"YLR043C",103,1221.65,857.2,TRUE,"Chr-14",0.64
"YLR044C",563,23902.1,19774.38,TRUE,"Chr-9",0.68
"YLR045C",888,32.48,50.88,FALSE,"Chr-16",0.72
"YLR047C",686,6.58,26.83,TRUE,"Chr-6",0.55
"YLR049C",428,38.97,57.38,FALSE,"Chr-11",0.78
"YLR050C",161,76.62,81.62,TRUE,"Chr-10",0.51
"YLR051C",217,111.73,71.44,TRUE,"Chr-1",0.62
"YLR052W",250,51.13,64.37,TRUE,"Chr-10",0.57
"YLR055C",602,41.48,51.01,FALSE,"Chr-11",0.71
"YLR056W",365,587.61,636.7,TRUE,"Chr-12",0.77
"YLR057W",849,15.22,36.17,TRUE,"Chr-4",0.67
"YLR058C",469,1299.21,837.18,TRUE,"Chr-12",0.66
"YLR059C",269,61.23,71.54,FALSE,"Chr-14",0.54
"YLR060W",595,428.6,409.11,TRUE,"Chr-4",0.57
"YLR061W",121,7171.79,3961.21,TRUE,"Chr-2",0.79
"YLR063W",365,23.73,22.79,FALSE,"Chr-6",0.74
"YLR064W",273,66.93,78.6,TRUE,"Chr-15",0.67
"YLR065C",181,110.36,93.81,TRUE,"Chr-5",0.8
"YLR066W",184,143.49,148.98,TRUE,"Chr-1",0.65
"YLR067C",965,4.91,22.03,FALSE,"Chr-10",0.72
"YLR068W",151,82.98,30.31,TRUE,"Chr-3",0.5
"YLR069C",761,41.45,51.74,TRUE,"Chr-5",0.51
"YLR070C",356,4.09,4.15,FALSE,"Chr-10",0.7
"YLR071C",1082,24.76,59.68,FALSE,"Chr-10",0.55
"YLR072W",693,18.6,33.8,TRUE,"Chr-10",0.55
"YLR073C",200,34.44,71.61,FALSE,"Chr-4",0.51
"YLR074C",166,175.95,110.88,FALSE,"Chr-3",0.61
"YLR075W",221,9581.07,7104.14,TRUE,"Chr-11",0.58
"YLR077W",583,23.3,48.12,TRUE,"Chr-10",0.79
"YLR078C",244,53.74,71.4,FALSE,"Chr-9",0.5
"YLR079W",284,80.62,92.37,TRUE,"Chr-14",0.75
"YLR080W",444,8.76,7.2,FALSE,"Chr-3",0.67
"YLR082C",392,17.04,16.82,FALSE,"Chr-16",0.58
"YLR083C",667,119.04,167.2,FALSE,"Chr-5",0.7
"YLR084C",1220,27.36,63.7,FALSE,"Chr-1",0.69
"YLR085C",438,20.12,29.66,TRUE,"Chr-2",0.54
"YLR086W",1418,19.01,44.04,TRUE,"Chr-11",0.77
"YLR087C",2958,3.5,36.72,FALSE,"Chr-4",0.74
"YLR088W",614,53,77.43,TRUE,"Chr-3",0.6
"YLR089C",592,95.87,111.15,TRUE,"Chr-4",0.67
"YLR090W",459,31.46,52.32,FALSE,"Chr-14",0.75
"YLR091W",293,7.16,14.78,FALSE,"Chr-3",0.67
"YLR092W",893,1.76,5.62,FALSE,"Chr-11",0.57
"YLR093C",253,109.27,98.43,TRUE,"Chr-13",0.78
"YLR094C",502,37.62,50.69,FALSE,"Chr-5",0.76
"YLR095C",812,24.53,38.31,FALSE,"Chr-6",0.78
"YLR096W",1147,22.04,48.23,FALSE,"Chr-2",0.61
"YLR097C",344,15.27,38.2,TRUE,"Chr-6",0.63
"YLR098C",648,6.08,21.42,TRUE,"Chr-10",0.61
"YLR099C",394,28.55,58.21,FALSE,"Chr-9",0.58
"YLR099WA",87,114.69,129.54,TRUE,"Chr-2",0.75
"YLR100W",347,223.48,229.91,TRUE,"Chr-15",0.65
"YLR102C",265,27.16,19.5,TRUE,"Chr-2",0.76
"YLR103C",650,12.73,22.71,TRUE,"Chr-13",0.78
"YLR104W",131,77.5,70.63,TRUE,"Chr-15",0.59
"YLR105C",377,11.39,25.98,TRUE,"Chr-5",0.51
"YLR106C",4910,40.54,138.56,FALSE,"Chr-3",0.54
"YLR107W",404,18.56,33.38,TRUE,"Chr-16",0.53
"YLR108C",485,24.09,54.39,TRUE,"Chr-1",0.64
"YLR109W",176,10071,5109.71,TRUE,"Chr-1",0.61
"YLR110C",133,15388.41,8564.56,TRUE,"Chr-7",0.72
"YLR113W",435,110.08,171.29,TRUE,"Chr-15",0.52
"YLR114C",764,30.47,67.06,TRUE,"Chr-2",0.57
"YLR115W",859,16.5,37.36,TRUE,"Chr-12",0.59
"YLR116W",476,23.3,35.05,FALSE,"Chr-2",0.57
"YLR117C",687,17.77,28.8,TRUE,"Chr-12",0.54
"YLR118C",227,112.46,100.16,TRUE,"Chr-13",0.64
"YLR119W",213,22.24,22.18,FALSE,"Chr-12",0.72
"YLR120C",569,61.6,68.24,TRUE,"Chr-2",0.5
"YLR121C",508,10.27,13.27,FALSE,"Chr-8",0.68
"YLR126C",251,52.76,62.94,FALSE,"Chr-11",0.62
"YLR127C",853,5.7,18.29,FALSE,"Chr-16",0.61
"YLR128W",269,15.92,17.56,TRUE,"Chr-15",0.63
"YLR129W",943,63.67,94.72,TRUE,"Chr-1",0.8
"YLR130C",422,20.77,64.96,TRUE,"Chr-7",0.73
"YLR131C",770,18.07,29.59,FALSE,"Chr-3",0.65
"YLR132C",290,10.34,16.8,TRUE,"Chr-13",0.73
"YLR133W",582,43.75,38.64,FALSE,"Chr-4",0.56
"YLR135W",748,6.02,14.15,FALSE,"Chr-5",0.78
"YLR136C",285,78.64,67.69,FALSE,"Chr-2",0.51
"YLR137W",367,14.07,24,FALSE,"Chr-9",0.65
"YLR138W",985,24.48,77.15,FALSE,"Chr-4",0.77
"YLR139C",643,9.89,12.71,TRUE,"Chr-14",0.54
"YLR141W",363,7.66,18.71,FALSE,"Chr-8",0.58
"YLR142W",476,3.61,5.07,FALSE,"Chr-13",0.76
"YLR143W",685,24.89,33.62,TRUE,"Chr-4",0.55
"YLR144C",779,22.43,33.61,FALSE,"Chr-5",0.69
"YLR145W",201,18.31,23.51,TRUE,"Chr-10",0.77
"YLR146C",300,38.59,51.02,FALSE,"Chr-5",0.6
"YLR146WA",62,70.43,61.92,FALSE,"Chr-6",0.75
"YLR147C",101,119.32,55.06,FALSE,"Chr-9",0.53
"YLR148W",918,22.07,32.06,FALSE,"Chr-16",0.51
"YLR149C",730,3.67,5.93,FALSE,"Chr-16",0.66
"YLR150W",273,4489.61,2735.86,TRUE,"Chr-13",0.54
"YLR151C",340,11.47,12.74,FALSE,"Chr-5",0.76
"YLR152C",576,3.28,15.04,TRUE,"Chr-5",0.68
"YLR153C",683,468.54,371.17,FALSE,"Chr-11",0.67
"YLR154C",110,95.3,100.67,TRUE,"Chr-11",0.55
"YLR163C",462,64.69,76.59,TRUE,"Chr-12",0.6
"YLR165C",254,5.03,10.46,FALSE,"Chr-11",0.5
"YLR166C",871,26.43,52.32,FALSE,"Chr-10",0.61
"YLR168C",230,21.3,46.65,TRUE,"Chr-11",0.7
"YLR170C",156,120.86,67.2,FALSE,"Chr-1",0.66
"YLR172C",300,262.19,255.76,TRUE,"Chr-8",0.61
"YLR173W",608,10.21,20.72,TRUE,"Chr-14",0.63
"YLR175W",483,507.49,503.67,TRUE,"Chr-10",0.61
"YLR176C",811,7.99,14.26,FALSE,"Chr-16",0.73
"YLR177W",628,7.88,28.45,TRUE,"Chr-16",0.56
"YLR178C",219,66.36,61.35,TRUE,"Chr-16",0.69
"YLR179C",201,657.48,458.61,TRUE,"Chr-8",0.62
"YLR180W",382,950.56,689.14,FALSE,"Chr-6",0.66
"YLR181C",330,49.18,49.81,FALSE,"Chr-16",0.55
"YLR182W",803,27.89,41.43,TRUE,"Chr-11",0.57
"YLR183C",489,39.34,48.91,TRUE,"Chr-4",0.78
"YLR185W",88,6261.2,3524.48,TRUE,"Chr-11",0.73
"YLR186W",252,183.06,151.94,TRUE,"Chr-8",0.72
"YLR187W",1026,23.84,31.71,TRUE,"Chr-13",0.59
"YLR188W",695,23.18,71.52,TRUE,"Chr-9",0.8
"YLR189C",1198,11.08,38.29,TRUE,"Chr-15",0.76
"YLR190W",491,44.17,88.71,TRUE,"Chr-11",0.79
"YLR191W",386,24.39,32.39,TRUE,"Chr-4",0.51
"YLR192C",265,554.97,322.41,TRUE,"Chr-9",0.55
"YLR193C",175,62.5,52.31,TRUE,"Chr-10",0.62
"YLR194C",254,83.97,58.32,TRUE,"Chr-8",0.73
"YLR195C",455,108.25,100.16,TRUE,"Chr-9",0.5
"YLR196W",576,146.08,125.86,FALSE,"Chr-13",0.8
"YLR197W",504,622.11,660.6,TRUE,"Chr-13",0.55
"YLR199C",276,56.2,53.32,TRUE,"Chr-16",0.72
"YLR200W",114,244.33,129.51,FALSE,"Chr-9",0.71
"YLR201C",260,39.87,45.05,TRUE,"Chr-5",0.53
"YLR203C",436,66.9,100.01,TRUE,"Chr-3",0.73
"YLR204W",111,89.6,71.38,FALSE,"Chr-6",0.8
"YLR205C",317,16.41,15.53,FALSE,"Chr-1",0.56
"YLR206W",613,73.4,98.51,FALSE,"Chr-4",0.73
"YLR207W",833,25.72,44.13,TRUE,"Chr-6",0.64
"YLR208W",297,367.56,233.81,TRUE,"Chr-3",0.6
"YLR209C",311,59.37,56.81,TRUE,"Chr-9",0.74
"YLR210W",460,19.25,27.39,TRUE,"Chr-13",0.55
"YLR211C",226,12.67,24.17,FALSE,"Chr-8",0.79
"YLR212C",473,28.49,50.78,FALSE,"Chr-3",0.54
"YLR213C",422,4.59,11.31,TRUE,"Chr-7",0.62
"YLR214W",686,191.37,281.23,FALSE,"Chr-2",0.64
"YLR215C",360,20.91,28.98,FALSE,"Chr-2",0.65
"YLR216C",371,567.08,439.75,TRUE,"Chr-13",0.56
"YLR218C",150,35.85,25.92,FALSE,"Chr-4",0.76
"YLR219W",728,26.65,41.91,FALSE,"Chr-13",0.74
"YLR220W",322,72.07,66.94,FALSE,"Chr-7",0.65
"YLR221C",220,126.9,107.6,TRUE,"Chr-2",0.6
"YLR222C",817,73.46,99.45,TRUE,"Chr-14",0.51
"YLR223C",1085,22.14,40.28,TRUE,"Chr-10",0.61
"YLR224W",369,13.73,59.49,FALSE,"Chr-6",0.53
"YLR225C",407,51.53,47.89,TRUE,"Chr-12",0.58
"YLR226W",395,20.75,27.91,FALSE,"Chr-14",0.7
"YLR228C",814,11.69,31.68,FALSE,"Chr-7",0.68
"YLR229C",191,292.51,227.27,FALSE,"Chr-9",0.8
"YLR231C",453,92.07,89.41,TRUE,"Chr-2",0.79
"YLR233C",699,1.56,12.53,FALSE,"Chr-13",0.62
"YLR234W",656,5.92,14.78,FALSE,"Chr-1",0.71
"YLR237W",598,13.54,33.91,TRUE,"Chr-4",0.55
"YLR238W",478,11.64,19.67,TRUE,"Chr-9",0.57
"YLR239C",328,19.65,26.71,FALSE,"Chr-14",0.52
"YLR240W",875,12.11,30.65,FALSE,"Chr-4",0.6
"YLR241W",782,30.56,57.96,TRUE,"Chr-4",0.56
"YLR242C",321,8.8,20.7,TRUE,"Chr-13",0.68
"YLR243W",272,50,43.79,FALSE,"Chr-15",0.68
"YLR244C",387,377.49,277.23,TRUE,"Chr-9",0.63
"YLR245C",142,41.25,45.06,FALSE,"Chr-3",0.55
"YLR246W",359,3.88,15.63,TRUE,"Chr-11",0.54
"YLR247C",1556,13.23,51.14,FALSE,"Chr-10",0.6
"YLR248W",610,78.9,104.24,TRUE,"Chr-9",0.61
"YLR249W",1044,4358.8,5360.36,FALSE,"Chr-11",0.8
"YLR250W",234,178.45,130.61,TRUE,"Chr-14",0.62
"YLR251W",197,8.91,22.48,TRUE,"Chr-7",0.52
"YLR253W",569,15.17,36.59,FALSE,"Chr-11",0.56
"YLR254C",189,22.28,27.08,FALSE,"Chr-12",0.6
"YLR257W",321,220.59,193.79,TRUE,"Chr-10",0.6
"YLR258W",705,58.59,85.93,FALSE,"Chr-10",0.64
"YLR259C",572,1285.95,1043.67,TRUE,"Chr-12",0.79
"YLR260W",687,17.48,35.25,TRUE,"Chr-4",0.63
"YLR262C",215,147.45,92.48,TRUE,"Chr-16",0.59
"YLR262CA",64,1643.76,598.27,TRUE,"Chr-3",0.61
"YLR264W",67,3650.23,1801.13,TRUE,"Chr-15",0.68
"YLR265C",342,11.46,26.77,FALSE,"Chr-11",0.63
"YLR266C",701,4.34,27.1,FALSE,"Chr-2",0.61
"YLR267W",570,1.98,3.28,TRUE,"Chr-14",0.69
"YLR268W",214,141.33,121.66,TRUE,"Chr-9",0.77
"YLR270W",350,107.57,76.21,TRUE,"Chr-15",0.55
"YLR271W",274,8.68,14.37,FALSE,"Chr-4",0.78
"YLR272C",1176,13.02,38.67,FALSE,"Chr-11",0.58
"YLR273C",648,2.52,9.49,FALSE,"Chr-11",0.74
"YLR274W",775,36.7,47.63,TRUE,"Chr-12",0.66
"YLR275W",110,67.79,33.56,TRUE,"Chr-11",0.5
"YLR276C",594,93.03,121.8,TRUE,"Chr-13",0.63
"YLR277C",779,20.09,39.61,FALSE,"Chr-13",0.5
"YLR278C",1341,9.71,31.49,TRUE,"Chr-2",0.51
"YLR281C",155,6.77,7.62,FALSE,"Chr-14",0.56
"YLR283W",314,9.24,21,FALSE,"Chr-5",0.69
"YLR284C",280,10.64,10.72,FALSE,"Chr-13",0.61
"YLR285W",261,118.14,109.56,TRUE,"Chr-7",0.78
"YLR286C",562,1017.42,921.95,FALSE,"Chr-13",0.52
"YLR287C",355,60.17,73.2,TRUE,"Chr-15",0.75
"YLR288C",474,6.67,19,FALSE,"Chr-8",0.77
"YLR289W",645,5.96,15.26,FALSE,"Chr-9",0.71
"YLR290C",277,27.06,36.42,FALSE,"Chr-1",0.67
"YLR291C",381,96.28,141.32,TRUE,"Chr-8",0.54
"YLR292C",193,155.87,114.5,FALSE,"Chr-7",0.69
"YLR293C",219,2266.7,1476.68,TRUE,"Chr-2",0.53
"YLR295C",124,238.78,141.3,TRUE,"Chr-4",0.5
"YLR297W",129,13.76,37.77,TRUE,"Chr-3",0.69
"YLR298C",231,33.52,33.88,TRUE,"Chr-10",0.65
"YLR299W",660,22.4,26.1,FALSE,"Chr-11",0.62
"YLR300W",448,451.42,489.19,TRUE,"Chr-7",0.66
"YLR301W",244,596.23,389.89,TRUE,"Chr-2",0.73
"YLR304C",778,422.85,510.88,TRUE,"Chr-6",0.54
"YLR305C",1900,25.75,89.18,TRUE,"Chr-6",0.62
"YLR306W",188,22.33,27.75,TRUE,"Chr-7",0.74
"YLR309C",911,29.23,53.05,FALSE,"Chr-4",0.56
"YLR310C",1589,15.9,62.22,FALSE,"Chr-1",0.7
"YLR312WA",253,59.77,60.69,TRUE,"Chr-8",0.65
"YLR313C",530,3.56,13.56,FALSE,"Chr-13",0.69
"YLR314C",520,218.68,178.5,TRUE,"Chr-9",0.64
"YLR315W",153,26.09,15.76,TRUE,"Chr-8",0.75
"YLR316C",322,20.2,20.33,FALSE,"Chr-14",0.71
"YLR318W",884,1.12,8.52,FALSE,"Chr-15",0.65
"YLR319C",788,22.31,34.91,TRUE,"Chr-1",0.51
"YLR320W",1454,1.48,15.37,FALSE,"Chr-5",0.72
"YLR321C",426,77.31,52.57,TRUE,"Chr-9",0.52
"YLR323C",259,23.26,24.32,FALSE,"Chr-16",0.78
"YLR324W",523,35.86,49.03,TRUE,"Chr-15",0.61
"YLR325C",78,7408.64,4071.61,TRUE,"Chr-5",0.67
"YLR326W",240,30.37,27.89,FALSE,"Chr-10",0.53
"YLR327C",86,136.36,43.49,FALSE,"Chr-10",0.58
"YLR328W",401,70.54,84.32,TRUE,"Chr-10",0.55
"YLR330W",671,87.48,127.84,FALSE,"Chr-2",0.52
"YLR332W",376,53.07,57.85,TRUE,"Chr-1",0.6
"YLR333C",108,3584.3,2232.91,TRUE,"Chr-15",0.7
"YLR335W",720,130.95,132.74,TRUE,"Chr-16",0.71
"YLR336C",899,36.21,44.45,FALSE,"Chr-10",0.54
"YLR337C",817,40.75,40.42,TRUE,"Chr-4",0.58
"YLR340W",312,5801.19,5352.63,TRUE,"Chr-14",0.8
"YLR342W",1876,277.6,591.87,TRUE,"Chr-15",0.79
"YLR345W",509,20.42,30.46,FALSE,"Chr-5",0.6
"YLR346C",101,36.89,41.91,TRUE,"Chr-1",0.77
"YLR347C",861,133.71,163.31,FALSE,"Chr-11",0.66
"YLR348C",298,106.23,169.78,TRUE,"Chr-2",0.8
"YLR350W",216,103.9,58.56,TRUE,"Chr-2",0.55
"YLR351C",291,141.05,166.42,TRUE,"Chr-5",0.55
"YLR352W",807,8.56,19.21,FALSE,"Chr-5",0.66
"YLR353W",603,7.28,25.95,FALSE,"Chr-5",0.55
"YLR354C",335,1317.32,987.24,TRUE,"Chr-15",0.61
"YLR355C",395,3474.16,2154.51,FALSE,"Chr-15",0.5
"YLR356W",197,36.47,32.98,FALSE,"Chr-7",0.7
"YLR357W",889,33.9,47.72,TRUE,"Chr-16",0.62
"YLR359W",482,379.76,365.64,TRUE,"Chr-12",0.53
"YLR360W",439,11.08,31.28,TRUE,"Chr-12",0.71
"YLR361C",578,19.34,41.38,TRUE,"Chr-10",0.8
"YLR362W",717,17.11,22.31,TRUE,"Chr-3",0.51
"YLR363C",218,55.82,54.86,TRUE,"Chr-13",0.75
"YLR363WA",85,102.29,63.69,FALSE,"Chr-4",0.68
"YLR364W",109,49.1,35.67,FALSE,"Chr-2",0.7
"YLR367W",130,1334.59,828.71,TRUE,"Chr-13",0.79
"YLR368W",598,6.93,27.73,FALSE,"Chr-5",0.65
"YLR369W",657,29.09,30.56,TRUE,"Chr-3",0.7
"YLR370C",178,184.47,119.72,TRUE,"Chr-16",0.74
"YLR371W",1356,13.44,46.02,FALSE,"Chr-2",0.72
"YLR372W",345,325.51,352.92,TRUE,"Chr-11",0.5
"YLR373C",901,15.66,31.14,TRUE,"Chr-5",0.52
"YLR375W",343,23.82,56.82,FALSE,"Chr-13",0.51
"YLR376C",242,4.52,10.17,FALSE,"Chr-1",0.75
"YLR378C",480,260.19,357.22,TRUE,"Chr-5",0.68
"YLR380W",408,94.06,96.98,TRUE,"Chr-13",0.8
"YLR381W",733,4.25,13.9,FALSE,"Chr-2",0.57
"YLR382C",894,10.76,26.97,FALSE,"Chr-10",0.7
"YLR383W",1114,9.24,30.62,FALSE,"Chr-3",0.62
"YLR384C",1349,98.04,178.36,FALSE,"Chr-12",0.77
"YLR385C",132,22.33,27.59,TRUE,"Chr-3",0.65
"YLR386W",880,27.67,45.47,TRUE,"Chr-9",0.77
"YLR387C",432,90.39,82.48,TRUE,"Chr-14",0.69
"YLR388W",56,7897.17,2747.26,FALSE,"Chr-3",0.73
"YLR389C",1027,43.02,79.26,FALSE,"Chr-8",0.52
"YLR390W",112,56.69,51.41,FALSE,"Chr-15",0.72
"YLR390WA",238,837.21,317.21,TRUE,"Chr-14",0.77
"YLR392C",518,9.24,20.14,TRUE,"Chr-2",0.57
"YLR393W",279,22.83,26.81,FALSE,"Chr-9",0.69
"YLR395C",78,363.08,167.84,FALSE,"Chr-8",0.56
"YLR396C",691,16.49,34.61,TRUE,"Chr-14",0.8
"YLR397C",780,40.66,51.05,FALSE,"Chr-9",0.77
"YLR398C",1287,41.57,64.36,FALSE,"Chr-11",0.53
"YLR399C",686,104.88,167.52,TRUE,"Chr-11",0.71
"YLR401C",668,52.35,66.46,TRUE,"Chr-2",0.6
"YLR403W",683,32.21,58.8,FALSE,"Chr-14",0.62
"YLR404W",285,14.3,23.66,FALSE,"Chr-7",0.79
"YLR405W",367,23.34,32.85,TRUE,"Chr-2",0.77
"YLR406C",113,1987.47,1236.04,TRUE,"Chr-1",0.51
"YLR407W",228,41.57,37.56,TRUE,"Chr-8",0.73
"YLR408C",122,22.41,18.96,FALSE,"Chr-15",0.78
"YLR409C",939,65.33,91.67,TRUE,"Chr-4",0.8
"YLR410W",1146,102.52,155.59,FALSE,"Chr-16",0.74
"YLR411W",241,3.93,8.37,FALSE,"Chr-8",0.66
"YLR412W",274,19.72,53.35,TRUE,"Chr-1",0.57
"YLR413W",675,257.01,302.73,FALSE,"Chr-16",0.59
"YLR417W",566,12.94,24.87,FALSE,"Chr-5",0.7
"YLR418C",393,76.89,52.35,TRUE,"Chr-16",0.69
"YLR419W",1435,24.5,43.04,TRUE,"Chr-15",0.64
"YLR420W",364,210.53,194.43,FALSE,"Chr-8",0.52
"YLR421C",156,283,189.29,FALSE,"Chr-7",0.59
"YLR422W",1932,8.44,38.36,FALSE,"Chr-4",0.8
"YLR423C",417,9.76,12.63,FALSE,"Chr-5",0.75
"YLR424W",708,8.94,15.92,TRUE,"Chr-10",0.56
"YLR425W",1307,5.54,20.97,FALSE,"Chr-7",0.71
"YLR426W",326,15.66,36.68,FALSE,"Chr-8",0.73
"YLR427W",670,19.97,40.91,FALSE,"Chr-12",0.63
"YLR429W",651,156.51,150.37,TRUE,"Chr-6",0.6
"YLR430W",2231,18.36,64.92,FALSE,"Chr-11",0.51
"YLR431C",453,5.02,11.84,FALSE,"Chr-12",0.63
"YLR433C",553,41.99,50.19,FALSE,"Chr-9",0.52
"YLR435W",205,187.01,85.23,FALSE,"Chr-1",0.75
"YLR436C",1274,11.43,44.23,TRUE,"Chr-1",0.51
"YLR437C",133,102.84,68.09,TRUE,"Chr-15",0.62
"YLR438CA",89,340.19,84.61,TRUE,"Chr-6",0.79
"YLR438W",424,364.98,259.31,TRUE,"Chr-7",0.7
"YLR439W",319,37.92,32.24,FALSE,"Chr-1",0.66
"YLR440C",709,31.97,42.27,TRUE,"Chr-5",0.8
"YLR441C",255,3068.18,2984.37,TRUE,"Chr-14",0.52
"YLR442C",978,13.82,25.56,FALSE,"Chr-11",0.71
"YLR443W",448,9.86,33.18,FALSE,"Chr-1",0.79
"YLR446W",433,6.36,8.87,FALSE,"Chr-15",0.68
"YLR447C",345,442.55,510.13,TRUE,"Chr-14",0.73
"YLR449W",392,319.8,222.47,TRUE,"Chr-14",0.57
"YLR450W",1045,31.04,66.41,TRUE,"Chr-10",0.76
"YLR451W",886,10.91,24.61,FALSE,"Chr-15",0.66
"YLR452C",698,55.78,110.77,FALSE,"Chr-16",0.64
"YLR453C",395,4.59,8.85,FALSE,"Chr-13",0.78
"YLR454W",2628,10.12,63.49,FALSE,"Chr-7",0.68
"YLR455W",304,33.95,62.49,TRUE,"Chr-12",0.77
"YLR456W",204,10.26,16.89,TRUE,"Chr-3",0.77
"YLR457C",319,7.86,12.03,FALSE,"Chr-4",0.66
"YLR459W",394,39.75,54.71,FALSE,"Chr-6",0.79
"YML001W",208,299.1,192.37,TRUE,"Chr-5",0.67
"YML003W",290,4.02,9.33,FALSE,"Chr-16",0.55
"YML004C",326,241.45,210.45,FALSE,"Chr-10",0.76
"YML005W",462,15.78,25.89,FALSE,"Chr-12",0.71
"YML006C",774,10.52,25.24,TRUE,"Chr-11",0.67
"YML007W",650,52.8,81.02,FALSE,"Chr-6",0.75
"YML008C",383,647.97,513.87,TRUE,"Chr-4",0.7
"YML009C",70,249.44,168.74,TRUE,"Chr-12",0.65
"YML010W",1063,150.63,173.06,TRUE,"Chr-7",0.79
"YML011C",177,23.28,29.47,FALSE,"Chr-11",0.58
"YML012W",211,477.79,479.09,TRUE,"Chr-7",0.79
"YML013W",584,35.76,43.91,FALSE,"Chr-7",0.6
"YML014W",279,63.58,57.51,TRUE,"Chr-2",0.53
"YML015C",346,24.01,29.44,FALSE,"Chr-5",0.64
"YML016C",692,25.34,39.97,FALSE,"Chr-15",0.52
"YML017W",593,116.82,102.75,FALSE,"Chr-6",0.51
"YML018C",393,35.35,81.52,TRUE,"Chr-1",0.56
"YML019W",332,55.77,81.68,TRUE,"Chr-14",0.75
"YML020W",664,8.99,18.97,FALSE,"Chr-13",0.66
"YML021C",359,42.95,52.23,FALSE,"Chr-2",0.76
"YML022W",187,508.73,390.04,TRUE,"Chr-4",0.53
"YML023C",556,5.26,24.78,FALSE,"Chr-5",0.6
"YML025C",286,47.39,43.88,FALSE,"Chr-7",0.74
"YML027W",385,35.42,32.6,TRUE,"Chr-5",0.57
"YML028W",196,5491.3,3114.62,TRUE,"Chr-2",0.71
"YML029W",838,23.96,41.99,FALSE,"Chr-8",0.71
"YML030W",159,78.69,64.38,TRUE,"Chr-5",0.55
"YML031W",655,43.93,78.67,TRUE,"Chr-8",0.74
"YML032C",471,24.98,55.8,TRUE,"Chr-1",0.65
"YML034W",834,35.25,56.77,FALSE,"Chr-9",0.62
"YML035C",810,67.79,98.67,FALSE,"Chr-10",0.68
"YML036W",181,46.39,44.32,FALSE,"Chr-9",0.75
"YML037C",340,8.37,12.59,FALSE,"Chr-2",0.5
"YML038C",442,23.53,60.91,FALSE,"Chr-9",0.69
"YML041C",280,22.35,24.08,TRUE,"Chr-12",0.64
"YML042W",670,1.25,4.85,FALSE,"Chr-4",0.66
"YML043C",507,5.32,20,FALSE,"Chr-6",0.59
"YML046W",629,18.6,45.69,FALSE,"Chr-10",0.63
"YML048W",403,241.41,244.73,FALSE,"Chr-16",0.53
"YML049C",1361,18.42,46.47,FALSE,"Chr-15",0.64
"YML050W",311,8.44,9.65,FALSE,"Chr-15",0.62
"YML051W",435,6.02,81.12,FALSE,"Chr-8",0.67
"YML052W",302,202.91,209.57,TRUE,"Chr-13",0.58
"YML053C",212,48.62,35.05,TRUE,"Chr-6",0.63
"YML055W",178,91.25,87.65,TRUE,"Chr-7",0.7
"YML056C",524,277.89,442.37,TRUE,"Chr-6",0.7
"YML057W",604,45.04,55.57,TRUE,"Chr-11",0.62
"YML058W",104,1257.31,547.05,TRUE,"Chr-6",0.56
"YML058WA",68,62.12,16.65,TRUE,"Chr-14",0.68
"YML059C",1679,19.67,52.21,FALSE,"Chr-6",0.55
"YML060W",376,32.9,31.02,TRUE,"Chr-10",0.75
"YML061C",859,14.38,29.56,FALSE,"Chr-15",0.68
"YML062C",392,35.17,27.87,FALSE,"Chr-12",0.68
"YML063W",255,4335.56,4332.87,TRUE,"Chr-16",0.52
"YML064C",245,45.14,29.93,TRUE,"Chr-2",0.6
"YML065W",914,20.69,35.7,FALSE,"Chr-5",0.52
"YML067C",352,105.1,116.89,FALSE,"Chr-9",0.66
"YML068W",464,5.33,20.36,TRUE,"Chr-5",0.53
"YML069W",552,167.75,123.84,FALSE,"Chr-12",0.71
"YML070W",584,204.75,163.74,TRUE,"Chr-12",0.54
"YML071C",607,28.61,35.19,FALSE,"Chr-16",0.8
"YML072C",1545,148.36,304.98,FALSE,"Chr-8",0.8
"YML073C",176,4472.58,3101.4,TRUE,"Chr-13",0.56
"YML074C",411,518.5,319.36,TRUE,"Chr-7",0.62
"YML075C",1054,39.81,84.33,TRUE,"Chr-15",0.78
"YML076C",944,10.49,23.15,TRUE,"Chr-6",0.7
"YML077W",159,60.27,72.43,TRUE,"Chr-13",0.65
"YML078W",182,530.46,325.04,TRUE,"Chr-14",0.54
"YML079W",201,150.21,141.03,TRUE,"Chr-1",0.79
"YML080W",423,36.21,36.53,FALSE,"Chr-5",0.66
"YML081CA",59,428.61,220.22,TRUE,"Chr-14",0.78
"YML081W",1251,11.47,59.48,TRUE,"Chr-7",0.66
"YML082W",649,21.17,39.66,FALSE,"Chr-8",0.69
"YML085C",447,353.28,388.88,TRUE,"Chr-13",0.59
"YML086C",526,149.07,119.48,TRUE,"Chr-12",0.51
"YML088W",668,19.49,41.7,TRUE,"Chr-1",0.75
"YML091C",1202,11.02,25.43,TRUE,"Chr-5",0.71
"YML092C",250,310.66,221.07,FALSE,"Chr-4",0.76
"YML093W",899,82.7,82.77,FALSE,"Chr-3",0.63
"YML094W",163,174.18,107.49,TRUE,"Chr-7",0.58
"YML095C",210,15.27,11.95,TRUE,"Chr-10",0.61
"YML096W",525,16.64,35.06,TRUE,"Chr-8",0.51
"YML097C",451,30.47,36.56,TRUE,"Chr-8",0.72
"YML098W",167,48.38,36.54,FALSE,"Chr-14",0.62
